Name,Ethnicon_1,Ethnicon_2,Ethnicon_3,Characterization,Note,Work,Sub_Work,Note_Work,Passage,Book,Casaubon_Reference,Kaibel_Reference,Asterisk,Note_Reference,Is_Range
ALCMAN,,,,,,,"ἐν τῷ εʹ",,"fr. 74b",3,3.111a,3.75,,,
ALCMAN,,,,,,,"ἐν τῷ εʹ",,"fr. 76",10,10.416d,10.10,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 16",15,15.681a,15.27,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 20",3,3.114f,3.82,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 20",14,14.646a,14.54,,,
ALCMAN,,,,,,"sedis incertae",,,fr.25,9,9.390a,9.43,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 26,4",9,9.374d,9.16@9.17,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 28",9,9.373e,9.15@9.16,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 34",11,11.498f,11.99,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 36 ἔν τινι τῶν μελῶν",13,13.600f,13.75,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 37",13,13.601a,13.75,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 39",15,15.682a,15.28,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 67",9,9.374d,9.16@9.17,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 70",4,4.140c,4.17,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 71",4,4.140c,4.17,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 75",14,14.648b,14.57@14.58,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 90",3,3.81f,3.21@3.22,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 91",14,14.637a,14.40,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 100",2,2.39a,2.8,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 112",14,14.624b,14.18,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 117",1,1.31c,1.56@1.57,,,
ALCMAN,,,,,,"sedis incertae",,,"fr. 143",3,3.81d,3.20@3.21,,,
ALCMAN,,,,,,ᾄσματα,,,,15,15.678c,15.22,,,
ALCMAN,,,,,,"Alcmanis fortasse carmen",,,"c. pop. 3",14,14.636d,14.39,,,
ALEXAMENVS,"ὁ Τήιος",,,,,Διάλογοι,,,,11,11.505b,11.112,,"cf. adn.","range start"
ALEXAMENVS,"ὁ Τήιος",,,,,Διάλογοι,,,,11,11.505c,11.112,,"cf. adn.","range end"
"ALEXANDER MAGNVS",,,,,,"Ἀγὴν σατυρικός",,,,0,,,,"v. ΡΥΤH0",
"ALEXANDER MAGNVS",,,,,,"ἐν ταῖς Ἐπιστολαῖς ταῖς πρὸς τοὺς ἐν Ἀσίᾳ σατράπας",,,,11,11.784a,11.26@11.27,,"cf. adn.","range start"
"ALEXANDER MAGNVS",,,,,,"ἐν ταῖς Ἐπιστολαῖς ταῖς πρὸς τοὺς ἐν Ἀσίᾳ σατράπας",,,,11,11.784b,11.27@11.28,,"cf. adn.","range end"
"ALEXANDER MAGNVS",,,,,,"ἐν ταῖς Ἐπιστολαῖς ταῖς πρὸς τοὺς ἐν Ἀσίᾳ σατράπας","ἐν τῇ πρὸς Φιλόξενον Ἐπιστολῇ",,,1,1.22d,1.40@1.41,,,
"ALEXANDER MAGNVS",,,,,,"ἐν ταῖς Ἐπιστολαῖς ταῖς πρὸς τοὺς ἐν Ἀσίᾳ σατράπας","incertae epist.",,,2,2.42f,2.17,,,
"ALEXANDER MAGNVS",,,,,,"De epistulario Alexandri et familiarium",,,,0,,,,"v. CLEOMENES, OLYMPIAS, PARMENIO",
"ALEXANDER MAGNVS",,,,,,"De epistulario Alexandri et familiarium",Ἐφημερίδες,,,0,,,,"v. EVMENES Cardianus",
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,"ἐν Ἁλιεῖ",,,"p. 238 M",7,7.296e,7.47@7.48,,,
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,"ἐν Κρίκᾳ",,"Κίρκα coni","p. 240 M",7,7.283a,7.18,,,
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,Ἐλεγεῖον,,,"p. 230 Μ",15,15.699b,15.56,,,"range start"
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,Ἐλεγεῖον,,,"p. 230 Μ",15,15.699c,15.56,,,"range end"
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,"Ἰωνικὰ ποιήματα",,,,14,14.620e,14.13,,,
ALEXANDER,"ὁ Αἰτωλός (15.699b)",,,"ὁ τραγῳδοδιδάσκαλος (15.699b)",,"libri incerti",,,"p. 249 Μ",10,10.412f,10.4,,,
ALEXANDER,,,,comicus,,Πότος,,,"fr. 3",4,4.170e,4.70,,,
ALEXANDER,,,,comicus,,Τιγόνιον,,"ἐν τιγονι cod. fort. Ἀντιγόνῃ, ut sit tragoedia Alexandri Aetoli","fr. 4",11,11.496c,11.94,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ περὶ Ζῴων",,,,9,9.392c,9.47,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ περὶ Πτηνῶν Ζῴων",,,,9,9.398c,9.58,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ περὶ Πτηνῶν Ζῴων",,,,9,9.398d,9.58,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν βʹ περὶ τῆς τῶν Πτηνῶν ἱστορίας",,,,9,9.388d,9.40,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"κτηνῶν cod.",,5,5.221b,5.64,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"κτηνῶν cod.",,5,5.221c,5.64,,,range
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"κτηνῶν cod.",,5,5.221d,5.64,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,2,2.65a,2.68,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,2,2.65b,2.68@2.69,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.387f,9.38@9.39,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.389c,9.42,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.390f,9.44,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.391b,9.45,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.391c,9.45,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.391f,9.46,,,
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.393a,9.48,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.393b,9.48,,,range
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.393c,9.48@9.49,,,range
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.393d,9.49,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.394d,9.50@9.51,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.394e,9.51,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.395c,9.51@9.52,,,"range start"
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.395d,9.52,,,range
ALEXANDER,"ὁ Μύνδιος",,,,,"ἐν δευτέρῳ Πτηνῶν ἱστορίας",,"eodem ex libro sine dubio",,9,9.395e,9.52,,,"range end"
ALEXANDER,"ὁ Μύνδιος",,,,,"libri incerti",,,,2,2.57b,2.48@2.49,,,
ALEXARCHVS,,,,,,"ad Casandrenses epistula",,,,3,3.98e,3.54,,,
ALEXAS,,,,,"fort. ALEXIAS","Ἰωνικὰ ποιήματα",,,,14,14.620e,14.13,,,
ALEXINVS,,,,"ὁ διαλεκτικός",,"Παιάν εἰς Κρατερὸν τὸν Μακεδόνα",,,,15,15.696e,15.52,,"v. ALEXIS",
ALEXIS,,,,,"Ἀλεξῖνος coni","ἐν τῷ περὶ Αὐταρκείας",,,,10,10.418e,10.12@10.13,,,
ALEXIS,"ὁ Σάμιος",,,,,"ἐν δευτέρῳ Ὥρων Σαμιακῶν",,,"fr. 1",13,13.572f,13.31,,,
ALEXIS,"ὁ Σάμιος",,,,,"ἐν τρίτῳ Σαμίων Ὥρων",,,"fr. 2",12,12.540d,12.57,,adn.,"range start"
ALEXIS,"ὁ Σάμιος",,,,,"ἐν τρίτῳ Σαμίων Ὥρων",,,"fr. 2",12,12.540e,12.57,,adn.,"range end"
ALEXIS,,,,comicus,,"Ἀγωνὶς ἢ Ἱππίσκος",,,"fr. 3",8,8.339c,8.22,,,
ALEXIS,,,,comicus,,"Ἀγωνὶς ἢ Ἱππίσκος",,,"fr. 4",15,15.678e,15.23,,,
ALEXIS,,,,comicus,,"ἐν Ἱππίσκῳ",,,"fr. 2",6,6.230b,6.17,,,"range start"
ALEXIS,,,,comicus,,"ἐν Ἱππίσκῳ",,,"fr. 2",6,6.230c,6.17,,,"range end"
ALEXIS,,,,comicus,,"ἐν Ἱππίσκῳ",,,"fr. 2",11,11.502f,11.108,,,
ALEXIS,,,,comicus,,"ἐν Ἱππίσκῳ",,,"fr. 6",11,11.471e,11.42,,,
ALEXIS,,,,comicus,,"ἐν Ἱππίσκῳ",,,"fr. 6",3,3.120b,3.90@3.91,,,
ALEXIS,,,,comicus,,Ἀδελφοί,,,"fr. 7",6,6.223f,6.3,,,
ALEXIS,,,,comicus,,Αἴσωπος,,,"fr. 9",10,10.431d,10.38,,,
ALEXIS,,,,comicus,,Αἴσωπος,,,"fr. 9",10,10.431d,10.38,,,"range start"
ALEXIS,,,,comicus,,Αἴσωπος,,,"fr. 9",10,10.431e,10.38,,,range
ALEXIS,,,,comicus,,Αἴσωπος,,,"fr. 9",10,10.431f,10.38@10.39,,,"range end"
ALEXIS,,,,comicus,,Ἀλείπτρια,,,,0,,,,"v. ANTIPHANES",
ALEXIS,,,,comicus,,Ἄντεια,,,,0,,,,"v. ANTIPHANES",
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 15",3,3.117e,3.86,,"cf. 117c","range start"
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 15",3,3.117f,3.86,,"cf. 117c",range
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 15",3,3.118a,3.86@3.87,,"cf. 117c","range end"
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 16",6,6.224f,6.5,,,
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 16",6,6.225a,6.5@6.6,,,
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 17",7,7.301a,7.60,,,"range start"
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 17",7,7.301b,7.60,,,"range end"
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 18",7,7.301a,7.60,,,"range start"
ALEXIS,,,,comicus,,Ἀπεγλαυκωμένος,,,"fr. 18",7,7.301b,7.60,,,"range end"
ALEXIS,,,,comicus,,Ἀποβάτης,,,"fr. 19",14,14.638c,14.42,,,
ALEXIS,,,,comicus,,Ἀποκοπτόμενος,,,"fr. 20",13,13.562d,13.13,,,"range start"
ALEXIS,,,,comicus,,Ἀποκοπτόμενος,,,"fr. 20",13,13.562e,13.13@13.14,,,"range end"
ALEXIS,,,,comicus,,Ἀποκοπτομένη,,,"fr. 21",10,10.431c,10.37@10.38,,,
ALEXIS,,,,comicus,,Ἀρχίλοχος,,,"fr. 22",14,14.644b,14.51,,,"range start"
ALEXIS,,,,comicus,,Ἀρχίλοχος,,,"fr. 22",14,14.644c,14.51@14.52,,,"range end"
ALEXIS,,,,comicus,,Ἀσκληπιοκλείδης,,,"fr. 24",4,4.169d,4.68,,,
ALEXIS,,,,comicus,,Ἀσωτοδιδάσκαλος,,,"fr. 25",8,8.336e,8.15,,"cf. litt. d","range start"
ALEXIS,,,,comicus,,Ἀσωτοδιδάσκαλος,,,"fr. 25",8,8.336f,8.15@8.16,,"cf. litt. d","range end"
ALEXIS,,,,comicus,,Ἀτθίς,,,"fr. 27",9,9.386c,9.35@9.36,,,"range start"
ALEXIS,,,,comicus,,Ἀτθίς,,,"fr. 27",9,9.386d,9.36,,,"range end"
ALEXIS,,,,comicus,,Βρεττία,,,"fr. 33",14,14.650c,14.63,,,
ALEXIS,,,,comicus,,Γαλάτεια,,,"fr. 36",12,12.544e,12.63,,,"range start"
ALEXIS,,,,comicus,,Γαλάτεια,,,"fr. 36",12,12.544f,12.63,,,"range end"
ALEXIS,,,,comicus,,Γαλάτεια,,,"fr. 37",7,7.314d,7.95,,,
ALEXIS,,,,comicus,,Γραφή,,,"fr. 40",13,13.605f,13.84,,,
ALEXIS,,,,comicus,,Γραφή,,,"fr. 40",13,13.606a,13.84,,,
ALEXIS,,,,comicus,,Γυναικοκρατία,,,"fr. 42",3,3.125b,3.99,,,
ALEXIS,,,,comicus,,Δακτύλιος,,,"fr. 43",10,10.443e,10.61,,,"range start"
ALEXIS,,,,comicus,,Δακτύλιος,,,"fr. 43",10,10.443f,10.61,,,"range end"
ALEXIS,,,,comicus,,"Δημήτριος ἢ Φιλέταιρος",,,"fr. 45",2,2.36d,2.3@2.4,,,"range start"
ALEXIS,,,,comicus,,"Δημήτριος ἢ Φιλέταιρος",,,"fr. 45",2,2.36e,2.4,,,"range end"
ALEXIS,,,,comicus,,"Δημήτριος ἢ Φιλέταιρος",,,"fr. 47",6,6.241b,6.39,,,
ALEXIS,,,,comicus,,"ἐκ τοῦ διεσκευασμένου δράματος ὅ ἐπιγράφεται Δημήτριος",,,"fr. 49",14,14.663c,14.83,,,"range start"
ALEXIS,,,,comicus,,"ἐκ τοῦ διεσκευασμένου δράματος ὅ ἐπιγράφεται Δημήτριος",,,"fr. 49",14,14.663d,14.83@14.84,,,"range end"
ALEXIS,,,,comicus,,"ἐν Δημητρίῳ",,,"fr. 46",8,8.338d,8.20@8.21,,,"range start"
ALEXIS,,,,comicus,,"ἐν Δημητρίῳ",,,"fr. 46",8,8.338e,8.21,,,"range end"
ALEXIS,,,,comicus,,"ἐν Δημητρίῳ",,,"fr. 48",7,7.314d,7.95,,,"range start"
ALEXIS,,,,comicus,,"ἐν Δημητρίῳ",,,"fr. 48",7,7.314e,7.95@7.96,,,"range end"
ALEXIS,,,,comicus,,"ἐν Δημητρίῳ",,,"fr. 50",3,3.108a,3.70@3.71,,,
ALEXIS,,,,comicus,,Δίδυμοι,,,"fr. 52",15,15.686a,15.33,,,"range start"
ALEXIS,,,,comicus,,Δίδυμοι,,,"fr. 52",15,15.686b,15.33,,,"range end"
ALEXIS,,,,comicus,,Δίδυμοι,,,"fr. 63",10,10.446f,10.66,,,
ALEXIS,,,,comicus,,"Δὶς Πενθῶν",,,"fr. 55",10,10.441d,10.57,,,
ALEXIS,,,,comicus,,"Δορκὶς ἢ Ποππύζουσα",,,"fr. 56",3,3.104d,3.64,,,
ALEXIS,,,,comicus,,"Δορκὶς ἢ Ποππύζουσα",,,"fr. 58",10,10.431a,10.37,,,
ALEXIS,,,,comicus,,"ἐν Ῥοδίῳ ἢ Ποππυζούσῃ",,"Δορκίδι coni","fr. 67",9,9.395b,9.51,,,
ALEXIS,,,,comicus,,Δρωπίδης,,,"fr. 59",3,3.125f,3.99@3.100,,,
ALEXIS,,,,comicus,,Δρωπίδης,,,"fr. 59",11,11.496a,11.92@11.93,,,
ALEXIS,,,,comicus,,Δρωπίδης,,,"fr. 61",4,4.171b,4.70@4.71,,,
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 62",15,15.691e,15.44,,,"range start"
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 62",15,15.691f,15.44@15.45,,,"range end"
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 63",14,14.613c,14.1@14.2,,,
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 63",15,15.686f,15.34,,,
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 64",11,11.502d,11.108,,,
ALEXIS,,,,comicus,,Εἰσοικιζόμενος,,,"fr. 344",15,15.700e,15.60,,adn.,
ALEXIS,,,,comicus,,"Εἰς τὸ φρέαρ",,,"fr. 65",8,8.364f,8.68,,,
ALEXIS,,,,comicus,,"Εἰς τὸ φρέαρ",,,"fr. 66",3,3.109b,3.73@3.74,,,
ALEXIS,,,,comicus,,"Εἰς τὸ φρέαρ",,,"fr. 67",8,8.340c,8.24,,,
ALEXIS,,,,comicus,,Ἐκκηρυττόμενος,,,"fr. 102",15,15.699f,15.57@15.58,,,
ALEXIS,,,,comicus,,Ἐκπωματοποιός,,,"fr. 68",15,15.691d,15.44,,,
ALEXIS,,,,comicus,,Ἑλένη,,,"fr. 70",13,13.563c,13.14,,,"range start"
ALEXIS,,,,comicus,,Ἑλένη,,,"fr. 70",13,13.563d,13.14@13.15,,,"range end"
ALEXIS,,,,comicus,,Ἑλληνίς,,,"fr. 76",6,6.226f,6.10,,,
ALEXIS,,,,comicus,,Ἑλληνίς,,,"fr. 76",6,6.227a,6.10,,,
ALEXIS,,,,comicus,,Ἐπίδαυρος,,,"fr. 77",3,3.119f,3.89@3.90,,,
ALEXIS,,,,comicus,,Ἐπίκληρος,,,"fr. 78",6,6.227d,6.11@6.12,,"cf. litt. b","range start"
ALEXIS,,,,comicus,,Ἐπίκληρος,,,"fr. 78",6,6.227e,6.12,,"cf. litt. b","range end"
ALEXIS,,,,comicus,,Ἐπίτροπος,,,"fr. 82",10,10.443f,10.61,,,
ALEXIS,,,,comicus,,"Ἑπτὰ ἐπὶ Θήβαις",,,"fr. 83",7,7.294a,7.42,,,
ALEXIS,,,,comicus,,Ἐρετρικός,,,"fr. 84",7,7.326d,7.130,,,"range start"
ALEXIS,,,,comicus,,Ἐρετρικός,,,"fr. 84",7,7.326e,7.130@7.131,,,"range end"
ALEXIS,,,,comicus,,Ἔριθοι,,,,0,,,,"v. Παννυχίς",
ALEXIS,,,,comicus,,Ἡσιόνη,,,"fr. 85",11,11.470e,11.41,,,
ALEXIS,,,,comicus,,Ἡσιόνη,,,"fr. 86",9,9.367f,9.5,,,
ALEXIS,,,,comicus,,Θεοφόρητος,,,"fr. 87",15,15.700a,15.58@15.59,,,
ALEXIS,,,,comicus,,Θεοφόρητος,,,"fr. 88",9,9.369e,9.8@9.9,,,
ALEXIS,,,,comicus,,Θεσπρωτοί,,,"fr. 89",12,12.552d,12.77,,,"range start"
ALEXIS,,,,comicus,,Θεσπρωτοί,,,"fr. 89",12,12.552e,12.77,,,"range end"
ALEXIS,,,,comicus,,Θράσων,,,"fr. 92",4,4.133b,4.10,,,"range start"
ALEXIS,,,,comicus,,Θράσων,,,"fr. 92",4,4.133c,4.10@4.11,,,"range end"
ALEXIS,,,,comicus,,Ἱππεύς,,,"fr. 95",11,11.481f,11.63,,,
ALEXIS,,,,comicus,,Ἱππεύς,,,"fr. 96",11,11.471e,11.42,,,
ALEXIS,,,,comicus,,"ἐν Ἵππῳ",,"Ἱππεῖ s. Ἱππίσκῳ coni","fr. 94",13,13.610e,13.92,,,
ALEXIS,,,,comicus,,Ἱππίσκος,,,,0,,,,"v. Ἀγωνίς et Ἱππεύς",
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 97",4,4.134c,4.12,,,"range start"
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 97",4,4.134d,4.12@4.13,,,"range end"
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 97,4",3,3.127c,3.101,,,
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 98",13,13.563a,13.14,,,"range start"
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 98",13,13.563b,13.14,,,range
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 98",13,13.563c,13.14,,,range
ALEXIS,,,,comicus,,Ἰσοστάσιον,,,"fr. 98",13,13.563d,13.14@13.15,,,"range end"
ALEXIS,,,,comicus,,Καταψευδόμενος,,,,0,,,,"v. Τοκιστής",
ALEXIS,,,,comicus,,Κλεοβουλίνη,,,"fr. 104",13,13.586a,13.50,,,
ALEXIS,,,,comicus,,Κνιδία,,,"fr. 105",4,4.165d,4.59,,,
ALEXIS,,,,comicus,,Κονιάτης,,,"fr. 106",11,11.500e,11.102,,,
ALEXIS,,,,comicus,,Κουρίς,,,"fr. 107",8,8.362c,8.63,,,
ALEXIS,,,,comicus,,Κουρίς,,,"fr. 108",10,10.443d,10.61,,,"range start"
ALEXIS,,,,comicus,,Κουρίς,,,"fr. 108",10,10.443e,10.61,,,"range end"
ALEXIS,,,,comicus,,Κουρίς,,,"fr. 109",10,10.422e,10.20,,,
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 110",3,3.95a,3.47@3.48,,,"range start"
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 110",3,3.95b,3.48,,,range
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 110",3,3.95c,3.48,,,range
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 110",3,3.95d,3.48,,,range
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 110",3,3.95e,3.48@3.49,,,"range end"
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 112",8,8.340a,8.24,,,
ALEXIS,,,,comicus,,"Κράτεια ἢ Φαρμακοπώλης",,"Cf. Hermes XXV fasc. 1","fr. 114",15,15.678c,15.22,,,
ALEXIS,,,,comicus,,"ἐν Φαρμακοπώλῃ ἢ Κρατείᾳ",,,"fr. 111",6,6.253f,6.63@6.64,,,"range start"
ALEXIS,,,,comicus,,"ἐν Φαρμακοπώλῃ ἢ Κρατείᾳ",,,"fr. 111",6,6.254a,6.64,,,range
ALEXIS,,,,comicus,,"ἐν Φαρμακοπώλῃ ἢ Κρατείᾳ",,,"fr. 111",6,6.254b,6.64@6.65,,,"range end"
ALEXIS,,,,comicus,,"ἐν Κρατείᾳ",,,"fr. 113",8,8.340a,8.24,,,
ALEXIS,,,,comicus,,"ἐν Κρατείᾳ",,,"fr. 115",11,11.473d,11.47,,,
ALEXIS,,,,comicus,,Κυβερνήτης,,,"fr. 116",6,6.237b,6.31,,,"range start"
ALEXIS,,,,comicus,,Κυβερνήτης,,,"fr. 116",6,6.237c,6.31,,,range
ALEXIS,,,,comicus,,Κυβερνήτης,,,"fr. 116",6,6.237d,6.31@6.32,,,"range end"
ALEXIS,,,,comicus,,Κυβερνήτης,,,"fr. 117",14,14.652c,14.67,,,
ALEXIS,,,,comicus,,Κυβευταί,,,"fr. 118",3,3.96a,3.49,,,
ALEXIS,,,,comicus,,Κύκνος,,,"fr. 119",11,11.472a,11.43,,,
ALEXIS,,,,comicus,,Κύπριος,,,"fr. 120",3,3.114d,3.81,,,
ALEXIS,,,,comicus,,Κύπριος,,,"fr. 121",3,3.110e,3.75,,,
ALEXIS,,,,comicus,,Λαμπάς,,,"fr. 123",14,14.654f,14.70,,,
ALEXIS,,,,comicus,,Λέβης,,,"fr. 124",9,9.383c,9.30,,,"range start"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 124",9,9.383d,9.30,,,range
ALEXIS,,,,comicus,,Λέβης,,,"fr. 124",9,9.383e,9.30@9.31,,,"range end"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 125",6,6.226a,6.7@6.8,,,"range start"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 125",6,6.226b,6.8,,,range
ALEXIS,,,,comicus,,Λέβης,,,"fr. 125",6,6.226c,6.8@6.9,,,"range end"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 126",6,6.226a,6.7@6.8,,,"range start"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 126",6,6.226b,6.8,,,range
ALEXIS,,,,comicus,,Λέβης,,,"fr. 126",6,6.226c,6.8@6.9,,,"range end"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 127",4,4.170a,4.69,,,"range start"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 127",4,4.170b,4.69,,,"range end"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 128",3,3.76d,3.10,,,"range start"
ALEXIS,,,,comicus,,Λέβης,,,"fr. 128",3,3.76e,3.10@3.11,,,"range end"
ALEXIS,,,,comicus,,"ἐν Λεβητίῳ",,,"fr. 129",14,14.661d,14.80@14.81,,,
ALEXIS,,,,comicus,,"Λευκαδία ἢ Δραπέται",,,"fr. 132",3,3.94f,3.47,,,
ALEXIS,,,,comicus,,"ἐν Λευκαδίᾳ",,,"fr. 130",11,11.498e,11.99,,,
ALEXIS,,,,comicus,,Λεύκη,,,"fr. 133",7,7.322c,7.119@7.120,,,"range start"
ALEXIS,,,,comicus,,Λεύκη,,,"fr. 133",7,7.322d,7.120,,,"range end"
ALEXIS,,,,comicus,,Λίνος,,,"fr. 135",4,4.164b,4.57,,,"range start"
ALEXIS,,,,comicus,,Λίνος,,,"fr. 135",4,4.164c,4.57,,,range
ALEXIS,,,,comicus,,Λίνος,,,"fr. 135",4,4.164d,4.57@4.58,,,"range end"
ALEXIS,,,,comicus,,Λοκροί,,,"fr. 137",3,3.123e,3.96@3.97,,,
ALEXIS,,,,comicus,,Λυκίσκος,,,"fr. 139",13,13.595d,13.67@13.68,,,
