"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","a ὁ Γελῷος","Φιλάδελφοι ἢ Ἀποκαρτερῶν","","fr. 3","11","11.472c","","",""
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Γραμματειδιοποιός","","fr. 5","7","7.280d","","","range start"
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Γραμματειδιοποιός","","fr. 5","7","7.281b","","","range end"
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Ἱέρεια","","fr. 24","6","6.243d","","","range start"
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Ἱέρεια","","fr. 24","6","6.243e","","","range end"
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Προικιζομένη","","fr. 25","3","3.76a","","",""
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","Σφαττομένη","","fr 26","6","6.243e","","",""
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","b ὁ Καρύστιος","fab. incert.","","fr. 27","1","1.34d","","",""
"APOLLODORI","","","","comici","si quidem sunt duo, quorum uterque scripsit Ἀπολιποῦσαν et Γραμματειδιοποιόν","incertum Geloi an Carystii","","","fab. inc. fr. 14","1","1.3c","","",""
"APOLLODORVS","ὁ Κυρηναῖος","","","grammaticus","","","","","","11","11.487b","","",""
"APOLLODORVS","","","","medicus?","","ἐν τῷ περὶ Θηρίων","","","","15","15.681d","","",""
"APOLLODORVS","","","","medicus?","","ἐν τῷ περὶ Μύρων καὶ Στεφάνων","","","","15","15.675e","","",""
"APOLLODORVS","","","","orator","","causam dixit κατὰ Νεαίρας","","","","13","13.573b","","",""
"APOLLONIVS","","","","ὁ Ἡροφίλειος","","ἐν τῷ περὶ Μύρων","","","","15","15.688e","","","range start"
"APOLLONIVS","","","","ὁ Ἡροφίλειος","","ἐν τῷ περὶ Μύρων","","","","15","15.689b","","","range end"
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","Argonautica","","","γ 1","13","13.555b","","",""
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","ἐν Ναυκράτεως Κτίσει","","","fr. 7","7","7.283d","","","range start"
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","ἐν Ναυκράτεως Κτίσει","","","fr. 7","7","7.283e","","","range end"
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","ἐν Ναυκράτεως Κτίσει","","","fr. 8","7","7.283f","","",""
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","ἐν Ναυκράτεως Κτίσει","","","fr. 9","7","7.283f","","",""
"APOLLONIVS","ὁ Ῥόδιος (10.451d)","ὁ Ναυκρατίτης (7.283d)","","","","ἐν τῷ περὶ Ἀρχιλόχου","","","fr. 22","10","10.451d","","",""
"APOLLONIVS","","","","ὁ Σωτάδου","","ἔγραψε περὶ τῶν τοῦ πατρὸς ποιημάτων σύγγραμμα","","","","14","14.620f","","",""
"APOLLONIVS","","","","","","ὁ περὶ τούτων (i.e. de conviviis Aegyptiorum) γεγραφώς","","","","5","5.191f","","",""
"APOLLONIVS","","","","","","ἐν Τριηρικῷ","","","","3","3.97d","","",""
"APOLLOPHANES","","","","comicus","","Δαλίς","","","fr. 1","11","11.467f","","",""
"APOLLOPHANES","","","","comicus","","Δαλίς","","","fr. 2","3","3.114f","","adn.",""
"APOLLOPHANES","","","","comicus","","Κρῆτες","","","fr. 6","3","3.75c","","",""
"APOLLOPHANES","","","","comicus","","Κρῆτες","","","fr. 6","11","11.485e","","",""
"APOLLOPHANES","","","","stoicus","","ἐν τῷ Ἀρίστωνι","","","","7","7.281d","","",""
"ARAROS","","","","comicus","","Ἄδωνις","","","fr. 1","3","3.95e","","",""
"ARAROS","","","","comicus","","Καμπυλίων","","","fr. 8","3","3.86d","","",""
"ARAROS","","","","comicus","","Καμπυλίων","","","fr. 8","3","3.105e","","",""
"ARAROS","","","","comicus","","Καμπυλίων","","","fr. 8","2","2.47d","","",""
"ARAROS","","","","comicus","","Ἀραρὼς ἢ Εὔβουλος ἐν Καμπυλίωνι","","","","11","11.471e","","v. EVBVLVS",""
"ARAROS","","","","comicus","","Ἀραρὼς ἢ Εὔβουλος ἐν Καμπυλίωνι","","","","13","13.562c","","v. EVBVLVS",""
"ARAROS","","","","comicus","","Πανὸς Γοναί","","","fr. 13","4","4.175f","","",""
"ARAROS","","","","comicus","","Ὑμέναιος","","","fr. 16","6","6.237a","","",""
"ARAROS","","","","comicus","","fab. inc.","","","fr. 20","2","2.50b","","",""
"ARATVS","","","","","","","","","v. 257","11","11.492b","","",""
"ARATVS","","","","","","","","","264","11","11.490a","","",""
"ARATVS","","","","","","","","","453","11","11.489d","","","range start"
"ARATVS","","","","","","","","","453","11","11.489e","","","range end"
"ARCHEDICVS","","","","comicus","","Διαμαρτάνων","","","fr. 1","11","11.467e","","","range start"
"ARCHEDICVS","","","","comicus","","Διαμαρτάνων","","","fr. 1","11","11.467f","","","range end"
"ARCHEDICVS","","","","comicus","","Θησαυρός","","","fr. 2","7","7.292d","","","range start"
"ARCHEDICVS","","","","comicus","","Θησαυρός","","","fr. 2","7","7.292f","","","range end"
"ARCHEDICVS","","","","comicus","","Θησαυρός","","","fr. 3","7","7.294b","","","range start"
"ARCHEDICVS","","","","comicus","","Θησαυρός","","","fr. 3","7","7.294c","","","range end"
"ARCHELAVS","ὁ Χερρονησίτης (9.409c)","","","","","ἐν τοῖς Ἰάμβοις","","","","12","12.554e","","",""
"ARCHELAVS","ὁ Χερρονησίτης (9.409c)","","","","","ἐν Ἰδιοφυέσιν","","","","9","9.409c","","",""
"ARCHEMACHVS","","","","","","ἐν τῇ γʹ Εὐβοικῶν","","","fr. 1","6","6.264a","","","range start"
"ARCHEMACHVS","","","","","","ἐν τῇ γʹ Εὐβοικῶν","","","fr. 1","6","6.264b","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","","","","","7","7.310a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρολογίᾳ","","","","4","4.163d","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρολογίᾳ","","","","7","7.278b","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρολογίᾳ","","","","7","7.278d","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρονομία","","sic vocavit Chrysippus","","1","1.4e","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρονομία","","sic vocavit Chrysippus","","8","8.335d","","et passim","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Γαστρονομία","","sic vocavit Chrysippus","","8","8.335e","","et passim","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Δειπνολογία","","sic Clearchus","","1","1.4e","","cf. 1.29a",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ἡδυπάθεια","","sic Lynceus et Callimachus","","1","1.4e","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ἡδυπάθεια","","sic Lynceus et Callimachus","","7","7.313f","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","","1","1.4e","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 1","1","1.4e","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 1","7","7.278d","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 1","7","7.278e","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 2","7","7.278d","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 2","7","7.278e","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 3","3","3.111e","","cf. 110a","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 3","3","3.112c","","cf. 110a","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 4","3","3.111e","","cf. 110a","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 4","3","3.112c","","cf. 110a","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 5","2","2.64a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 6","2","2.56c","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 7","7","7.278b","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 7","7","7.278d","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 7","7","7.314a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 8","3","3.104f","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 9","7","7.326b","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 10","7","7.285b","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 10","7","7.285d","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 11","7","7.285b","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 11","7","7.285d","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 12","7","7.286d","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 13","7","7.286a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 13","7","7.294e","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 13","7","7.294f","","","range end"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 13","7","7.295a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 14","7","7.286a","","",""
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 14","7","7.294e","","","range start"
"ARCHESTRATVS","ὁ Συρακόσιος (1.4e, 4.163d)","ἤ Γελῷος (1.4e, 4.163d)","","","ὁ τῶν ὀψοφάγων Ἡσίοδος ἢ Θέογνις (7.310a)","Ὀψοποιία","","","fr. 14","7","7.294f","","","range end"
